C”DIGO;GRUPO/FAMILIA (Abrev.);Nome do produto;Bitola;Unidade;PreÁo Unit·rio;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg;ObservaÁ„o;PVC_HEPR;Capa_PP_kg;PVC_Atox_kg;PVC_Emb_kg;Etiqueta_un
F176B;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 50,0MM VERDE MAXFIO# METRO;50;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F072B;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 95,0MM PRETO METRO;95;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F173B;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 95,0MM AZUL METRO;95;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F256B;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 120,0MM AZUL MAXFIO 450/750V  NBR427 METRO(BOBINA);120;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F193;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 0,50MM MARROM MAXFIO 100M;0;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F194;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 0,50MM AMARELO MAXFIO 100M;0;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F196;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 0,50MM CINZA MAXFIO 100M;0;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F174;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 35,0MM VERDE MAXFIO# 100M;35;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F072;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 95,0MM PRETO 100M;95;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F042;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 25,0MM PRETO MAXFIO# 100M;25;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F045;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 25,0MM AZUL MAXFIO# 100M;25;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F046;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 25,0MM VERMELHO MAXFIO# 100M;25;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F175;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 50,0MM PRETO MAXFIO# 100M;50;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F176;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 50,0MM VERDE MAXFIO# 100M;50;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
F173;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEXIVEL 95,0MM AZUL 100M;95;RL;#N/D;#N/D;0.0;#N/D;0.0;#N/D;#N/D;;0.0;0.0;0.0;0.0;0.0
PP050B;CABO ELETRICO LINHA1 (MAXFIO);CABO DE CONTROLE 2X0,75MM PRETO MAXFIO METRO (BOBINA);2X0,75;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP051B;CABO ELETRICO LINHA1 (MAXFIO);CABO DE CONTROLE 3X0,75MM PRETO MAXFIO METRO;3X0,75;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP044B;CABO ELETRICO LINHA1 (MAXFIO);CABO DE CONTROLE 4X0,75MM PRETO MAXFIO# METRO (BOBINA);4X0,75;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP052B;CABO ELETRICO LINHA1 (MAXFIO);CABO DE CONTROLE 4X0,50MM PRETO MAXFIO# METRO (BOBINA);4X0,;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP060B;CABO ELETRICO LINHA1 (MAXFIO);CABO DE CONTROLE PP 6X4,0MM PRETO MAXFIO METRO (BOBINA);6X4,0;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP019B;CABO ELETRICO LINHA1 (MAXFIO);CABO DE CONTROLE 2X0,50MM PRETO MAXFIO# METRO (BOBINA);2X0,;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP102B;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO DE CONTROLE PP 5X6,0MM PRETO 1KV MAXFIO METRO (BOBINA);5X6,0;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP047B;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO DE CONTROLE PP 2X1,5MM PRETO 1KV MAXFIO METRO (BOBINA) -;2X1,5-;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP101B;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO DE CONTROLE PP 3X25MM PRETO 1KV MAXFIO METRO (BOBINA);3X25;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP103B;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO DE CONTROLE PP 4X25MM PRETO 1KV MAXFIO METRO (BOBINA);4X25;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP098B;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO DE CONTROLE PP 5X4MM PRETO 1KV MAXFIO METRO (BOBINA);5X4;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
PP099B;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO DE CONTROLE PP 5X10MM PRETO 1KV MAXFIO METRO (BOBINA);5X10;M;#N/D;#N/D;0.0;#N/D;0.0;0.0;#N/D;;0.0;0.0;0.0;0.0;0.0
A034;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 95,0MM  DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO95,0MMDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A035;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 150,0MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO150,0MMDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A037;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 240,0MM 1KV DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO240,0MM1KVDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A038;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 95,0MM 1KV DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO95,0MM1KVDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A022;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 70MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO70MMDIVMETRO;M;0.0;0.49;0.0;2.12;0.0;0.0;70.200.000.000.000.000;;0.0;0.0;0.0;0.0;0.0
A039;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 35,0MM 15KV DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO35,0MM15KVDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A001;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X10MM+10MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIODUPLEX1X1X10MM+10MMDIVMETRO(NEUTROISOLADO);M;15.526;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A002;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X16MM+16MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIODUPLEX1X1X16MM+16MMDIVMETRO(NEUTROISOLADO);M;20.921;8.64;0.0;0.0;0.0;0.0;86650000000000.02;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
A003;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X25MM+25MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIODUPLEX1X1X25MM+25MMDIVMETRO(NEUTROISOLADO);M;31.842;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A004;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X35MM+35MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIODUPLEX1X1X35MM+35MMDIVMETRO(NEUTROISOLADO);M;41.184;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
A040;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X10MM+10MM DIV METRO (NEUTRO N⁄);CABOALUMINIODUPLEX1X1X10MM+10MMDIVMETRO(NEUTRON√ö);M;15.526;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A012;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X25MM+25MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOQUADRUPLEX3X1X25MM+25MMDIVMETRO(NEUTROISOLADO);M;62.763;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A014;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X50MM+50MM DIV METRO;CABOALUMINIOQUADRUPLEX3X1X50MM+50MMDIVMETRO;M;110.921;0.35;0.0;0.17;0.0;0.0;0.52;;0.0;0.0;0.0;0.0;0.0
A015;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X70MM+70MM DIV METRO;CABOALUMINIOQUADRUPLEX3X1X70MM+70MMDIVMETRO;M;153.553;0.49;0.0;2.12;0.0;0.0;70.200.000.000.000.000;;0.0;0.0;0.0;0.0;0.0
A016;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X95MM+95MM DIV METRO;CABOALUMINIOQUADRUPLEX3X1X95MM+95MMDIVMETRO;M;208.421;0.66;0.0;2.32;0.0;0.0;8.92;;0.0;0.0;0.0;0.0;0.0
A025;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X120MM+120MM DIV METRO;CABOALUMINIOQUADRUPLEX3X1X120MM+120MMDIVMETRO;M;259.474;0.86;0.0;1.05;0.0;0.0;10251.33;;0.0;0.0;0.0;0.0;0.0
A050;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X35MM+35MM DIV METRO (NEUTRO N⁄);CABOALUMINIOQUADRUPLEX3X1X35MM+35MMDIVMETRO(NEUTRON√ö);M;82.105;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
A053;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X150MM+120MM DIV METRO;CABOALUMINIOQUADRUPLEX3X1X150MM+120MMDIVMETRO;M;0.0;10.75;0.0;0.29;0.0;0.0;14951.33;;0.0;0.0;0.0;0.0;0.0
A005;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X10MM+10MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOTRIPLEX2X1X10MM+10MMDIVMETRO(NEUTROISOLADO);M;22.632;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A006;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X16MM+16MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOTRIPLEX2X1X16MM+16MMDIVMETRO(NEUTROISOLADO);M;30.789;8.64;0.0;0.0;0.0;0.0;86650000000000.02;;0.0;0.0;0.0;0.0;0.0
A007;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X25MM+25MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOTRIPLEX2X1X25MM+25MMDIVMETRO(NEUTROISOLADO);M;47.105;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A051;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X70MM+70MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOTRIPLEX2X1X70MM+70MMDIVMETRO(NEUTROISOLADO);M;115.132;0.49;0.0;2.12;0.0;0.0;70.200.000.000.000.000;;0.0;0.0;0.0;0.0;0.0
A021;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 50MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO50MMDIVMETRO;M;0.0;0.35;0.0;0.17;0.0;0.0;0.52;;0.0;0.0;0.0;0.0;0.0
A022T;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 70MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO70MMDIVMETRO;M;0.0;0.49;0.0;2.12;0.0;0.0;70.200.000.000.000.000;;0.0;0.0;0.0;0.0;0.0
A023;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 10MM VERMELHO DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO10MMVERMELHODIVMETRO;M;6657317312087.77;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A030;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 35MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO35MMDIVMETRO;M;0.0;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
A033;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 06/1KV SINGELO 185,0MM DIV METRO;CABOALUMINIOXLPE06/1KVSINGELO185,0MMDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A052;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 10MM PRETO DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO10MMPRETODIVMETRO;M;6657317312087.77;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A019;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 25MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO25MMDIVMETRO;M;0.0;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A026;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 16MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO16MMDIVMETRO;M;93716123555149.23;8.64;0.0;0.0;0.0;0.0;86650000000000.02;;0.0;0.0;0.0;0.0;0.0
A0222;CABO DE ALUMINIO MULTIPLEXADO;CABO AL SINGELO 70MM XLPE NEUTRO ISOLADO;CABOALSINGELO70MMXLPENEUTROISOLADO;M;0.0;0.49;0.0;2.12;0.0;0.0;70.200.000.000.000.000;;0.0;0.0;0.0;0.0;0.0
A028;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV SINGELO 120,0MM DIV METRO;CABOALUMINIOXLPE0,6/1KVSINGELO120,0MMDIVMETRO;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A029;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO EPR 12/20KV SINGELO 50,0MM DIV METRO (BOBINA);CABOALUMINIOEPR12/20KVSINGELO50,0MMDIVMETRO(BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
A041;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X16MM+16MM DIV METRO (NEUTRO N⁄);CABOALUMINIODUPLEX1X1X16MM+16MMDIVMETRO(NEUTRON√ö);M;20.921;8.64;0.0;0.0;0.0;0.0;86650000000000.02;;0.0;0.0;0.0;0.0;0.0
A042;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X25MM+25MM DIV METRO (NEUTRO N⁄);CABOALUMINIODUPLEX1X1X25MM+25MMDIVMETRO(NEUTRON√ö);M;31.842;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A043;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO DUPLEX 1X1X35MM+35MM DIV METRO (NEUTRO N⁄);CABOALUMINIODUPLEX1X1X35MM+35MMDIVMETRO(NEUTRON√ö);M;41.184;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
A013;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X35MM+35MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOQUADRUPLEX3X1X35MM+35MMDIVMETRO(NEUTROISOLADO);M;82.105;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
A010;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X10MM+10MM DIV METRO;CABOALUMINIOQUADRUPLEX3X1X10MM+10MMDIVMETRO;M;3.0;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A011;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X16MM+16MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOQUADRUPLEX3X1X16MM+16MMDIVMETRO(NEUTROISOLADO);M;40.921;8.64;0.0;0.0;0.0;0.0;86650000000000.02;;0.0;0.0;0.0;0.0;0.0
A036;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO XLPE 0,6/1KV QUADRUPLEX 3X1X120+70MM DIV METRO;CABOALUMINIOXLPE0,6/1KVQUADRUPLEX3X1X120+70MMDIVMETRO;M;153.553;0.49;0.0;2.12;0.0;0.0;70.200.000.000.000.000;;0.0;0.0;0.0;0.0;0.0
A048;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X16MM+16MM DIV METRO (NEUTRO N⁄);CABOALUMINIOQUADRUPLEX3X1X16MM+16MMDIVMETRO(NEUTRON√ö);M;40.921;8.64;0.0;0.0;0.0;0.0;86650000000000.02;;0.0;0.0;0.0;0.0;0.0
A049;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO QUADRUPLEX 3X1X25MM+25MM DIV METRO (NEUTRO N⁄);CABOALUMINIOQUADRUPLEX3X1X25MM+25MMDIVMETRO(NEUTRON√ö);M;62.763;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A008;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X35MM+35MM DIV METRO (NEUTRO ISOLADO);CABOALUMINIOTRIPLEX2X1X35MM+35MMDIVMETRO(NEUTROISOLADO);M;61.579;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
A009;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X50MM+50MM DIV METRO;CABOALUMINIOTRIPLEX2X1X50MM+50MMDIVMETRO;M;83.158;0.35;0.0;0.17;0.0;0.0;0.52;;0.0;0.0;0.0;0.0;0.0
A044;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X10MM+10MM DIV METRO (NEUTRO N⁄);CABOALUMINIOTRIPLEX2X1X10MM+10MMDIVMETRO(NEUTRON√ö);M;22.632;0.55;0.0;0.36;0.0;0.0;91.25;;0.0;0.0;0.0;0.0;0.0
A045;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X16MM+16MM DIV METRO (NEUTRO N⁄);CABOALUMINIOTRIPLEX2X1X16MM+16MMDIVMETRO(NEUTRON√ö);M;30.789;8.64;0.0;0.0;0.0;0.0;86650000000000.02;;0.0;0.0;0.0;0.0;0.0
A046;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X25MM+25MM DIV METRO (NEUTRO N⁄);CABOALUMINIOTRIPLEX2X1X25MM+25MMDIVMETRO(NEUTRON√ö);M;47.105;1.75;0.0;0.93;0.0;0.0;2.68;;0.0;0.0;0.0;0.0;0.0
A047;CABO DE ALUMINIO MULTIPLEXADO;CABO ALUMINIO TRIPLEX 2X1X35MM+35MM DIV METRO (NEUTRO N⁄);CABOALUMINIOTRIPLEX2X1X35MM+35MMDIVMETRO(NEUTRON√ö);M;61.579;0.25;0.0;12.18;0.0;0.0;37.18;;0.0;0.0;0.0;0.0;0.0
F234;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 0,50MM LARANJA MAXFIO RL;0,5;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F004M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 1,5MM VERDE MAXFIO 450/750V  NBR427 50M;1,5;RL;1,19E+31;77.0;0.0;11.0;0.0;0.0;1883.0;;0.0;0.0;0.0;0.0;0.0
F005M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 1,5MM AZUL MAXFIO 450/750V  NBR427 50M;1,5;RL;1,19E+31;77.0;0.0;11.0;0.0;0.0;1883.0;;0.0;0.0;0.0;0.0;0.0
F001M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 1,5MM PRETO MAXFIO 450/750V  NBR247 50M;1,5;RL;1,19E+31;77.0;0.0;11.0;0.0;0.0;1883.0;;0.0;0.0;0.0;0.0;0.0
F006M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V  NBR427 50M;1,5;RL;1,19E+31;77.0;0.0;11.0;0.0;0.0;1883.0;;0.0;0.0;0.0;0.0;0.0
F008M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 2,5MM VERMELHO MAXFIO 450/750V NBR247 50M;2,5;RL;1,76E+32;132.0;0.0;15.0;0.0;0.0;2,84E+32;;0.0;0.0;0.0;0.0;0.0
F235;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 4,0MM CINZA MAXFIO RL;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F002M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 50M;1,5;RL;1,19E+31;77.0;0.0;11.0;0.0;0.0;1883.0;;0.0;0.0;0.0;0.0;0.0
F003M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 1,5MM AMARELO MAXFIO 450/750V  NBR427 50M;1,5;RL;1,19E+31;77.0;0.0;11.0;0.0;0.0;1883.0;;0.0;0.0;0.0;0.0;0.0
F009M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 2,5MM AMARELO MAXFIO 450/750V NBR247 50M;2,5;RL;1,76E+32;132.0;0.0;15.0;0.0;0.0;2,84E+32;;0.0;0.0;0.0;0.0;0.0
F010M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 2,5MM VERDE MAXFIO 450/750V NBR247 50M;2,5;RL;1,76E+32;132.0;0.0;15.0;0.0;0.0;2,84E+32;;0.0;0.0;0.0;0.0;0.0
F011M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 2,5MM AZUL MAXFIO 450/750V NBR247 50M;2,5;RL;1,76E+32;132.0;0.0;15.0;0.0;0.0;2,84E+32;;0.0;0.0;0.0;0.0;0.0
F012M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 2,5MM BRANCO MAXFIO 450/750V NBR247 50M;2,5;RL;1,76E+32;132.0;0.0;15.0;0.0;0.0;2,84E+32;;0.0;0.0;0.0;0.0;0.0
F007M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 2,5MM PRETO MAXFIO 450/750V NBR247 50M;2,5;RL;1,76E+32;132.0;0.0;15.0;0.0;0.0;2,84E+32;;0.0;0.0;0.0;0.0;0.0
F246M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 4,00MM AMARELO MAXFIO 450/750V NBR247 50M;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F247M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 4,00MM AZUL MAXFIO 450/750V NBR247 50M;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F248M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 4,00MM PRETO MAXFIO 450/750V NBR247 50M;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F249M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 4,00MM VERMELHO MAXFIO 450/750V NBR247 50M;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F2;#N/D;#N/D;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
F251M;CABO ELETRICO LINHA1 (MAXFIO);CABO ELETRICO FLEX 4,00MM BRANCO MAXFIO 450/750V NBR247 50M;4;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
