C”DIGO;GRUPO/FAMILIA (Abrev.);Nome do produto;Bitola;Unidade;PreÁo Unit·rio;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg;ObservaÁ„o;PVC_HEPR;Capa_PP_kg;PVC_Atox_kg;PVC_Emb_kg;Etiqueta_un
N015B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 150,0 MM 19 FIOS METRO (BOBINA);DECOBRENU150,0MM19FIOS;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
N016B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 120,0 MM 19 FIOS METRO (BOBINA);DECOBRENU120,0MM19FIOS;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
NC010B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 70,0MM METRO (BOBINA);DECOBRENU70,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N001B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 10,0MM METRO (BOBINA);DECOBRENU10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N011B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 10,0MM 7 PERNAS METRO (BOBINA);DECOBRENU10,0MM7PERNAS;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N012B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 35,0MM 7 PERNAS METRO (BOBINA);DECOBRENU35,0MM7PERNAS;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N002B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 16,0MM METRO (BOBINA);DECOBRENU16,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N004B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 35,0MM METRO (BOBINA);DECOBRENU35,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N009B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 70,0MM 7 PERNAS METRO (BOBINA);DECOBRENU70,0MM7PERNAS;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N010B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 95,0MM METRO (BOBINA);DECOBRENU95,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N003B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 25,0MM METRO (BOBINA);DECOBRENU25,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N005B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 50,0MM METRO (BOBINA);DECOBRENU50,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
N007B;CABO ELETRICO NU;CABO ELETRICO DE COBRE NU 50,0MM 7 FIOS NBR 5419 NBR 6524 METRO (BOBINA);DECOBRENU50,0MM7FIOSNBR5419NBR6524;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
V001;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO FLEX HEPR 16,0MM AZUL 1KV 90∫ VOLTFLEX;16,0MMVOLT;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
CABOHPR;CABO HEPR 1KV 90¬∫ - MAXFIO;CABO ELETRICO HEPR 300MM;CABOELETRICOHEPR300MM;M;0.0;2.2;0.0;0.58;0.0;0.0;30601.33;;0.0;0.0;0.0;0.0;0.0
R005M;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM AZUL MAXFIO METRO;RIGIDO(SOLIDO)10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
R004M;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM VERDE MAXFIO METRO;RIGIDO(SOLIDO)10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0
R001M;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM PRETO MAXFIO METRO;RIGIDO(SOLIDO)10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
R002M;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM VERMELHO MAXFIO METRO;RIGIDO(SOLIDO)10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
R023M;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM AMARELO MAXFIO METRO;RIGIDO(SOLIDO)10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
R024M;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM BRANCO MAXFIO METRO;RIGIDO(SOLIDO)10,0MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
R004;CABOS R√çGIDOS (S√ìLIDOS);CABO ELETRICO RIGIDO (SOLIDO) 10,0MM VERDE MAXFIO 100M;RIGIDO(SOLIDO)10,0MM;RL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;FALTA FICHA T√âCNICA;0.0;0.0;0.0;0.0;0.0
